panel_id,utility_id_eia,display_name,state,year,ownership,reporting_standard,reliability_customers,routine_saidi_minutes,included_primary_model,reliability_row_status,analysis_excluded_fields,eia_source_file_url
DOM_MA_FITCHBURG,6374,Fitchburg Gas & Electric Light,MA,2020,DOM,ieee_standard,30158.0,64.904,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612020.zip
DOM_MA_FITCHBURG,6374,Fitchburg Gas & Electric Light,MA,2021,DOM,ieee_standard,30484.0,77.1,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612021.zip
DOM_MA_FITCHBURG,6374,Fitchburg Gas & Electric Light,MA,2022,DOM,ieee_standard,30495.0,71.44,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612022.zip
DOM_MA_FITCHBURG,6374,Fitchburg Gas & Electric Light,MA,2023,DOM,ieee_standard,30743.0,90.365,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612023.zip
DOM_MA_FITCHBURG,6374,Fitchburg Gas & Electric Light,MA,2024,DOM,ieee_standard,30873.0,64.6,True,reported,,https://www.eia.gov/electricity/data/eia861/zip/f8612024.zip
MTC_VT_GMP,7601,Green Mountain Power,VT,2013,MTC,other_standard,258916.0,259.8,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612013.zip
MTC_VT_GMP,7601,Green Mountain Power,VT,2014,MTC,other_standard,258932.0,217.0,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612014.zip
MTC_VT_GMP,7601,Green Mountain Power,VT,2015,MTC,other_standard,260631.0,207.6,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612015.zip
MTC_VT_GMP,7601,Green Mountain Power,VT,2016,MTC,other_standard,262316.0,285.22,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612016.zip
MTC_VT_GMP,7601,Green Mountain Power,VT,2017,MTC,other_standard,263895.0,256.06,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612017.zip
MTC_VT_GMP,7601,Green Mountain Power,VT,2018,MTC,other_standard,264748.0,245.15,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612018.zip
MTC_VT_GMP,7601,Green Mountain Power,VT,2019,MTC,other_standard,266370.0,168.61,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612019.zip
MTC_VT_GMP,7601,Green Mountain Power,VT,2020,MTC,other_standard,267566.0,270.0,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612020.zip
MTC_VT_GMP,7601,Green Mountain Power,VT,2021,MTC,other_standard,270676.0,269.4,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612021.zip
MTC_VT_GMP,7601,Green Mountain Power,VT,2022,MTC,other_standard,271699.0,280.8,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612022.zip
MTC_VT_GMP,7601,Green Mountain Power,VT,2023,MTC,other_standard,273284.0,223.8,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612023.zip
MTC_VT_GMP,7601,Green Mountain Power,VT,2024,MTC,other_standard,275233.0,281.4,True,reported,,https://www.eia.gov/electricity/data/eia861/zip/f8612024.zip
MTC_NH_LIBERTY,26510,Liberty Utilities (Granite State Electric),NH,2013,MTC,ieee_standard,41853.0,177.469,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612013.zip
MTC_NH_LIBERTY,26510,Liberty Utilities (Granite State Electric),NH,2014,MTC,ieee_standard,41483.0,217.04,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612014.zip
MTC_NH_LIBERTY,26510,Liberty Utilities (Granite State Electric),NH,2015,MTC,ieee_standard,42911.0,75.366,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612015.zip
MTC_NH_LIBERTY,26510,Liberty Utilities (Granite State Electric),NH,2016,MTC,ieee_standard,43400.0,138.87,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612016.zip
MTC_NH_LIBERTY,26510,Liberty Utilities (Granite State Electric),NH,2017,MTC,ieee_standard,43894.0,157.09,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612017.zip
MTC_NH_LIBERTY,26510,Liberty Utilities (Granite State Electric),NH,2018,MTC,ieee_standard,44284.0,158.07,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612018.zip
MTC_NH_LIBERTY,26510,Liberty Utilities (Granite State Electric),NH,2019,MTC,ieee_standard,44784.0,115.689,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612019.zip
MTC_NH_LIBERTY,26510,Liberty Utilities (Granite State Electric),NH,2020,MTC,ieee_standard,45192.0,100.87,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612020.zip
MTC_NH_LIBERTY,26510,Liberty Utilities (Granite State Electric),NH,2021,MTC,ieee_standard,45468.0,108.73,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612021.zip
MTC_NH_LIBERTY,26510,Liberty Utilities (Granite State Electric),NH,2022,MTC,ieee_standard,45697.0,84.29,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612022.zip
MTC_NH_LIBERTY,26510,Liberty Utilities (Granite State Electric),NH,2023,MTC,ieee_standard,45637.0,153.78,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612023.zip
MTC_NH_LIBERTY,26510,Liberty Utilities (Granite State Electric),NH,2024,MTC,ieee_standard,45565.0,92.693,True,reported,,https://www.eia.gov/electricity/data/eia861/zip/f8612024.zip
MTC_MA_MECO,11804,Massachusetts Electric (National Grid),MA,2013,MTC,ieee_standard,1273512.0,91.63,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612013.zip
MTC_MA_MECO,11804,Massachusetts Electric (National Grid),MA,2014,MTC,ieee_standard,1273077.0,96.83,True,reported,,https://www.eia.gov/electricity/data/eia861/archive/zip/f8612014.zip
